epoch,step,train_mse,val_mse
0,9,0.47415196895599365,
0,19,0.3154241144657135,
0,29,0.610977292060852,
0,39,0.5481417775154114,
0,49,0.24514374136924744,
0,59,0.3248753547668457,
0,69,0.2299782931804657,
0,73,,0.19310426712036133
1,79,0.16937066614627838,
1,89,0.17939738929271698,
1,99,0.20778332650661469,
1,109,0.2860635221004486,
1,119,0.10803873091936111,
1,129,0.18881332874298096,
1,139,0.1544903814792633,
1,147,,0.28314411640167236
2,149,0.21551932394504547,
2,159,0.23571144044399261,
2,169,0.1307261437177658,
2,179,0.13502570986747742,
2,189,0.26169413328170776,
2,199,0.13453684747219086,
2,209,0.15470969676971436,
2,219,0.1598132848739624,
2,221,,0.17596231400966644
3,229,0.2254190444946289,
3,239,0.09547080844640732,
3,249,0.11129159480333328,
3,259,0.1223118007183075,
3,269,0.20325560867786407,
3,279,0.10902924090623856,
3,289,0.09395378828048706,
3,295,,0.1379023939371109
4,299,0.1715998351573944,
4,309,0.1946183145046234,
4,319,0.23120349645614624,
4,329,0.16238383948802948,
4,339,0.11455167084932327,
4,349,0.07880057394504547,
4,359,0.229970782995224,
4,369,0.049445733428001404,
4,369,,0.15187513828277588
5,379,0.11186686903238297,
5,389,0.08288069814443588,
5,399,0.1323021799325943,
5,409,0.22704073786735535,
5,419,0.08661169558763504,
5,429,0.1232655942440033,
5,439,0.1358342319726944,
5,443,,0.15398362278938293
6,449,0.07953035831451416,
6,459,0.1624421626329422,
6,469,0.12881392240524292,
6,479,0.1079804077744484,
6,489,0.1081530973315239,
6,499,0.11960577964782715,
6,509,0.13689599931240082,
6,517,,0.14604182541370392
7,519,0.16910529136657715,
7,529,0.15356121957302094,
7,539,0.15245839953422546,
7,549,0.12923932075500488,
7,559,0.1624409705400467,
7,569,0.09606810659170151,
7,579,0.15278494358062744,
7,589,0.08143200725317001,
7,591,,0.12593084573745728
8,599,0.09140537679195404,
8,609,0.10527428239583969,
8,619,0.08443862944841385,
8,629,0.10574264079332352,
8,639,0.05835312232375145,
8,649,0.12016294151544571,
8,659,0.086324542760849,
8,665,,0.13091464340686798
9,669,0.14876863360404968,
9,679,0.15115530788898468,
9,689,0.10665304213762283,
9,699,0.0980074405670166,
9,709,0.13319328427314758,
9,719,0.07847224175930023,
9,729,0.09699058532714844,
9,739,0.06913960725069046,
9,739,,0.1480388343334198
