epoch,step,train_mse,val_mse
0,9,0.15472234785556793,
0,19,0.11774030327796936,
0,29,0.05384773388504982,
0,39,0.03369859233498573,
0,49,0.03781260922551155,
0,59,0.05689274147152901,
0,69,0.039000503718853,
0,73,,0.0320594348013401
1,79,0.03505199775099754,
1,89,0.03460616245865822,
1,99,0.023606151342391968,
1,109,0.021690847352147102,
1,119,0.016976669430732727,
1,129,0.02639734372496605,
1,139,0.026138238608837128,
1,147,,0.019354062154889107
2,149,0.021088726818561554,
2,159,0.02600685879588127,
2,169,0.01786704733967781,
2,179,0.025480760261416435,
2,189,0.02767268568277359,
2,199,0.030510177835822105,
2,209,0.024710876867175102,
2,219,0.016862088814377785,
2,221,,0.01897323690354824
3,229,0.01787244901061058,
3,239,0.011501315049827099,
3,249,0.01657400280237198,
3,259,0.017090698704123497,
3,269,0.026948751881718636,
3,279,0.013924422673881054,
3,289,0.014855076558887959,
3,295,,0.01667311042547226
4,299,0.013614360243082047,
4,309,0.01195252500474453,
4,319,0.02683577500283718,
4,329,0.010748029686510563,
4,339,0.013782240450382233,
4,349,0.014052861370146275,
4,359,0.027748968452215195,
4,369,0.014498956501483917,
4,369,,0.010754617862403393
5,379,0.009384171105921268,
5,389,0.010690153576433659,
5,399,0.012595675885677338,
5,409,0.017440542578697205,
5,419,0.009823095984756947,
5,429,0.008133281953632832,
5,439,0.015891684219241142,
5,443,,0.008422832004725933
6,449,0.017871225252747536,
6,459,0.012949155643582344,
6,469,0.011723674833774567,
6,479,0.00784396007657051,
6,489,0.009840989485383034,
6,499,0.007266423664987087,
6,509,0.008803966455161572,
6,517,,0.00790006760507822
7,519,0.008467251434922218,
7,529,0.0077295973896980286,
7,539,0.010503164492547512,
7,549,0.0063795181922614574,
7,559,0.008904334157705307,
7,569,0.010357456281781197,
7,579,0.02456444688141346,
7,589,0.011232329532504082,
7,591,,0.006713769398629665
8,599,0.008179032243788242,
8,609,0.01218577940016985,
8,619,0.011092218570411205,
8,629,0.007930082269012928,
8,639,0.00848088227212429,
8,649,0.021149709820747375,
8,659,0.00952346995472908,
8,665,,0.008191918022930622
9,669,0.008393414318561554,
9,679,0.012580126523971558,
9,689,0.007099557667970657,
9,699,0.0061977398581802845,
9,709,0.005567300599068403,
9,719,0.006800448056310415,
9,729,0.005766820628196001,
9,739,0.012163822539150715,
9,739,,0.00644543906673789
